us-gaap tag
AcceleratedShareRepurchaseProgramAdjustment
AcceleratedShareRepurchasesFinalPricePaidPerShare
AcceleratedShareRepurchasesSettlementPaymentOrReceipt
AccountsPayableCurrent
AccountsReceivableNetCurrent
AccruedIncomeTaxesNoncurrent
AccruedIncomeTaxesPayable
AccruedLiabilitiesCurrent
AccruedProfessionalFeesCurrentAndNoncurrent
AccruedRentCurrent
AccruedRentNoncurrent
AccruedRoyaltiesCurrent
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax
AccumulatedOtherComprehensiveIncomeLossNetOfTax
AdditionalPaidInCapital
AdditionalPaidInCapitalCommonStock
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebtSubsequentAdjustments
AdjustmentsToAdditionalPaidInCapitalMarkToMarket
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation
AdvertisingExpense
AllocatedShareBasedCompensationExpense
AllowanceForDoubtfulAccountsReceivableCurrent
AmortizationOfAcquiredIntangibleAssets
AmortizationOfDebtDiscountPremium
AmortizationOfFinancingCosts
AmortizationOfFinancingCostsAndDiscounts
AmortizationOfIntangibleAssets
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount
AssetRetirementObligation
AssetRetirementObligationsNoncurrent
Assets
AssetsCurrent
AssetsHeldForSaleCurrent
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax
AvailableForSaleDebtSecuritiesAmortizedCostBasis
AvailableForSaleSecurities
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax
AvailableForSaleSecuritiesAmortizedCost
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost
AvailableForSaleSecuritiesDebtMaturitiesFairValue
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue
AvailableForSaleSecuritiesDebtSecurities
AvailableForSaleSecuritiesFairValueDisclosure
AvailableForSaleSecuritiesGrossRealizedGainLossNet
AvailableForSaleSecuritiesGrossUnrealizedGains
AvailableForSaleSecuritiesGrossUnrealizedLoss
AvailableForSaleSecuritiesGrossUnrealizedLosses1
AvailableForSaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses1
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses1
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses1
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2
AvailableforsaleSecuritiesGrossUnrealizedGain
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1
AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions1
BusinessAcquisitionContingentConsiderationPotentialCashPayment
BusinessAcquisitionCostOfAcquiredEntityCashPaid
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts
BusinessAcquisitionProFormaEarningsPerShareBasic
BusinessAcquisitionProFormaEarningsPerShareDiluted
BusinessAcquisitionProFormaNetIncomeLoss
BusinessAcquisitionProFormaRevenue
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsInventory
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccruedLiabilities
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount
BusinessAcquisitionPurchasePriceAllocationNoncurrentAssets
BusinessAcquisitionPurchasePriceAllocationNotesPayableAndLongTermDebt
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment
BusinessAcquisitionsProFormaNetIncomeLoss
BusinessAcquisitionsProFormaRevenue
BusinessCombinationAcquisitionRelatedCosts
BusinessCombinationConsiderationTransferred1
CapitalExpendituresIncurredButNotYetPaid
CapitalLeaseObligationsCurrent
CapitalLeaseObligationsNoncurrent
CapitalLeasesFutureMinimumPaymentsDue
CapitalLeasesFutureMinimumPaymentsDueCurrent
CapitalLeasesFutureMinimumPaymentsDueInFiveYears
