us-gaap tag
AccountsPayableCurrent
AccountsReceivableNetCurrent
AccountsReceivableSale
AccruedAdvertisingCurrent
AccruedIncomeTaxesCurrent
AccruedIncomeTaxesNoncurrent
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax
AccumulatedOtherComprehensiveIncomeLossNetOfTax
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationOtherLongtermIncentivePlansRequisiteServicePeriodRecognition
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities
AdvertisingExpense
AllocatedShareBasedCompensationExpense
AllowanceForDoubtfulAccountsReceivableCurrent
AmortizationOfAcquiredIntangibleAssets
AmortizationOfIntangibleAssets
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount
AssetImpairmentCharges
Assets
AssetsCurrent
AssetsFairValueDisclosureRecurring
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax
AvailableForSaleDebtSecuritiesAmortizedCostBasis
AvailableForSaleEquitySecuritiesAmortizedCostBasis
AvailableForSaleSecurities
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax
AvailableForSaleSecuritiesAmortizedCost
