us-gaap tag
AcceleratedShareRepurchasesFinalPricePaidPerShare
AcceleratedShareRepurchasesInitialPricePaidPerShare
AcceleratedShareRepurchasesSettlementPaymentOrReceipt
AccountsPayableCurrent
AccountsReceivableNetCurrent
AccruedIncomeTaxesNoncurrent
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment
AccumulatedOtherComprehensiveIncomeLossNetOfTax
AdditionalCollateralAggregateFairValue
AdditionalPaidInCapital
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther
AdvertisingExpense
AllocatedShareBasedCompensationExpense
AllocatedShareBasedCompensationExpenseNetOfTax
AllowanceForDoubtfulAccountsReceivableCurrent
AmortizationOfIntangibleAssets
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount
AssetImpairmentCharges
Assets
AssetsCurrent
AssetsHeldForSaleLongLived
AssetsHeldForSaleLongLivedFairValueDisclosure
AssetsOfDisposalGroupIncludingDiscontinuedOperation
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent
AvailableForSaleDebtSecuritiesGrossUnrealizedGain
AvailableForSaleDebtSecuritiesGrossUnrealizedLoss
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax
AvailableForSaleEquitySecuritiesAmortizedCostBasis
AvailableForSaleEquitySecuritiesGrossUnrealizedGain
AvailableForSaleEquitySecuritiesGrossUnrealizedLoss
AvailableForSaleSecuritiesAndHeldToMaturitySecurities
AvailableForSaleSecuritiesCurrent
AvailableForSaleSecuritiesDebtSecuritiesCurrent
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent
AvailableForSaleSecuritiesEquitySecurities
AvailableForSaleSecuritiesGrossRealizedGains
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds
AvailableForSaleSecuritiesGrossRealizedLosses
AvailableForSaleSecuritiesNoncurrent
BuildingsAndImprovementsGross
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1
BusinessCombinationContingentConsiderationLiability
