us-gaap tag
AccountsPayable
AccountsPayableCurrent
AccountsReceivableNetCurrent
AccruedAdvertisingCurrent
AccruedIncomeTaxes
AccruedIncomeTaxesCurrent
AccruedIncomeTaxesNoncurrent
AccruedLiabilities
AccruedLiabilitiesCurrent
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax
AccumulatedOtherComprehensiveIncomeLossNetOfTax
AdditionalPaidInCapital
AdditionalPaidInCapitalCommonStock
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation
AffiliateCosts
AllocatedShareBasedCompensationExpense
AmortizationOfIntangibleAssets
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount
AociLossCashFlowHedgeCumulativeGainLossAfterTax
ApplicationOfRecognitionProvisionsOfSFAS158EffectOnAccumulatedOtherComprehensiveIncomeNetOfTax
AssetImpairmentCharges
Assets
AssetsCurrent
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax
AvailableForSaleDebtSecuritiesAmortizedCostBasis
AvailableForSaleSecurities
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax
AvailableForSaleSecuritiesAmortizedCost
AvailableForSaleSecuritiesCurrent
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost
AvailableForSaleSecuritiesDebtMaturitiesFairValue
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue
AvailableForSaleSecuritiesDebtSecurities
AvailableForSaleSecuritiesDebtSecuritiesCurrent
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent
AvailableForSaleSecuritiesGrossRealizedGainLossNet
AvailableForSaleSecuritiesGrossRealizedGains
AvailableForSaleSecuritiesGrossRealizedLosses
AvailableForSaleSecuritiesGrossUnrealizedGains
AvailableForSaleSecuritiesGrossUnrealizedLosses1
AvailableForSaleSecuritiesNoncurrent
AvailableforsaleSecuritiesGrossUnrealizedGain
BuildingsAndImprovementsGross
BusinessAcquisitionContingentConsiderationPotentialCashPayment
BusinessAcquisitionCostOfAcquiredEntityCashPaid
BusinessAcquisitionEquityInterestIssuedOrIssuableNumberOfSharesIssued
BusinessAcquisitionPercentageOfVotingInterestsAcquired
BusinessAcquisitionProFormaEarningsPerShareDiluted
BusinessAcquisitionSharePrice
BusinessAcquisitionsProFormaNetIncomeLoss
BusinessAcquisitionsProFormaRevenue
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilities
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilitiesNoncurrent
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentAssets
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilities
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet
CapitalExpendituresIncurredButNotYetPaid
CapitalLeasesFutureMinimumPaymentsDue
CapitalizedComputerSoftwareAccumulatedAmortization
CapitalizedComputerSoftwareGross
CashAcquiredFromAcquisition
CashAndCashEquivalentsAtCarryingValue
CashAndCashEquivalentsPeriodIncreaseDecrease
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect
CashDividends
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths
CommercialPaper
CommitmentsAndContingencies
CommonStockDividendsPerShareCashPaid
CommonStockDividendsPerShareDeclared
CommonStocksIncludingAdditionalPaidInCapital
CommunicationsAndInformationTechnology
ComprehensiveIncomeNetOfTax
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest
ConstructionInProgressGross
ContractualObligation
ContractualObligationDueAfterFifthYear
ContractualObligationDueInFifthYear
ContractualObligationDueInFourthYear
ContractualObligationDueInNextTwelveMonths
ContractualObligationDueInSecondYear
ContractualObligationDueInThirdYear
ConversionOfStockAmountConverted1
ConversionOfStockSharesConverted
ConversionOfStockSharesConverted1
CostMethodInvestmentsRealizedGainLoss
CostsAndExpenses
CumulativeEffectOfInitialAdoptionOfFIN48
