us-gaap tag
AccountsPayableAndAccruedLiabilitiesCurrent
AccountsPayableCurrent
AccountsPayableRelatedPartiesNoncurrent
AccountsReceivableGross
AccountsReceivableGrossCurrent
AccountsReceivableGrossNoncurrent
AccruedParticipationLiabilitiesDueInNextOperatingCycle
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment
AccumulatedOtherComprehensiveIncomeLossNetOfTax
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation
AdvertisingExpense
AllocatedShareBasedCompensationExpense
AllocatedShareBasedCompensationExpenseNetOfTax
AllowanceForDoubtfulAccountsReceivable
AllowanceForDoubtfulAccountsReceivableCurrent
AmortizationOfIntangibleAssets
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount
AociBeforeTaxAttributableToParent
AociTaxAttributableToParent
AssetImpairmentCharges
Assets
AssetsCurrent
AssetsOfDisposalGroupIncludingDiscontinuedOperation
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent
AvailableForSaleSecurities
BusinessAcquisitionProFormaEarningsPerShareBasic
BusinessAcquisitionProFormaEarningsPerShareDiluted
BusinessAcquisitionsProFormaNetIncomeLoss
BusinessAcquisitionsProFormaRevenue
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGainOrLoss
BusinessExitCosts1
CapitalLeaseObligationsCurrent
CapitalLeaseObligationsNoncurrent
CapitalLeasedAssetsGross
CapitalLeasesFutureMinimumPaymentsDue
CapitalLeasesFutureMinimumPaymentsDueCurrent
CapitalLeasesFutureMinimumPaymentsDueInFiveYears
CapitalLeasesFutureMinimumPaymentsDueInFourYears
CapitalLeasesFutureMinimumPaymentsDueInThreeYears
CapitalLeasesFutureMinimumPaymentsDueInTwoYears
CapitalLeasesFutureMinimumPaymentsDueThereafter
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation
CapitalizedComputerSoftwareNet
CashAndCashEquivalentsAtCarryingValue
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect
CashEquivalentsAtCarryingValue
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations
CommonStockDividendsPerShareCashPaid
CommonStockDividendsPerShareDeclared
CommonStockParOrStatedValuePerShare
CommonStockSharesAuthorized
CommonStockSharesIssued
CommonStockSharesOutstanding
CommonStocksIncludingAdditionalPaidInCapital
ComprehensiveIncomeNetOfTax
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest
ConstructionInProgressGross
ContractWithCustomerAssetAccumulatedAllowanceForCreditLoss
ContractWithCustomerAssetGross
ContractWithCustomerLiabilityCurrent
ContractWithCustomerLiabilityNoncurrent
ContractWithCustomerLiabilityRevenueRecognized
ContractWithCustomerPerformanceObligationSatisfiedInPreviousPeriod
ContractualObligation
ContractualObligationDueAfterFifthYear
ContractualObligationDueInFifthYear
ContractualObligationDueInFourthYear
ContractualObligationDueInNextTwelveMonths
ContractualObligationDueInSecondYear
ContractualObligationDueInThirdYear
CostMethodInvestments
CostsAndExpenses
CurrentFederalTaxExpenseBenefit
CurrentForeignTaxExpenseBenefit
CurrentIncomeTaxExpenseBenefit
CurrentStateAndLocalTaxExpenseBenefit
DebtAndCapitalLeaseObligations
DebtInstrumentCarryingAmount
DebtInstrumentIncreaseDecreaseOtherNet
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible
DeferredFederalIncomeTaxExpenseBenefit
DeferredForeignIncomeTaxExpenseBenefit
DeferredIncomeTaxExpenseBenefit
DeferredIncomeTaxLiabilities
DeferredIncomeTaxesAndTaxCredits
DeferredRevenue
DeferredRevenueAndCreditsCurrent
DeferredRevenueAndCreditsNoncurrent
DeferredRevenueCurrent
DeferredStateAndLocalIncomeTaxExpenseBenefit
DeferredTaxAndOtherLiabilitiesNoncurrent
DeferredTaxAssetsGross
DeferredTaxAssetsOperatingLossCarryforwardsForeign
DeferredTaxAssetsOther
DeferredTaxAssetsTaxCreditCarryforwardsForeign
DeferredTaxAssetsTaxCreditCarryforwardsOther
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities
DeferredTaxAssetsValuationAllowance
DeferredTaxLiabilities
DeferredTaxLiabilitiesNoncurrent
DeferredTaxLiabilitiesOther
DeferredTaxLiabilitiesPropertyPlantAndEquipment
DeferredTaxLiabilitiesTaxDeferredIncome
DeferredTaxesBusinessCombinationValuationAllowanceAvailableToReduceIncomeTaxExpense
DefinedBenefitPlanAccumulatedBenefitObligation
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeBeforeTax
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesBeforeTax
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetPriorServiceCostCreditBeforeTax
DefinedBenefitPlanAmountsRecognizedInBalanceSheet
DefinedBenefitPlanContributionsByEmployer
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents
DefinedBenefitPlanExpectedAmortizationNextFiscalYear
DefinedBenefitPlanExpectedAmortizationOfGainLossNextFiscalYear
DefinedBenefitPlanExpectedAmortizationOfPriorServiceCostCreditNextFiscalYear
DefinedBenefitPlanFairValueOfPlanAssets
DefinedBenefitPlanNetPeriodicBenefitCost
DefinedBenefitPlanNetPeriodicBenefitCostCreditIncreaseDecreaseForPlanAmendment
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateProjectedBenefitObligation
DefinedBenefitPlanWeightedAverageAssetAllocations
DefinedContributionPlanCostRecognized
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch
Depreciation
DepreciationDepletionAndAmortization
DerivativeNetLiabilityPositionAggregateFairValue
DirectToTelevisionFilmCosts
DirectToTelevisionFilmCostsCompletedAndNotReleased
DirectToTelevisionFilmCostsDevelopment
DirectToTelevisionFilmCostsProduction
DirectToTelevisionFilmCostsReleased
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax
