us-gaap tag
AccountsPayableCurrent
AccountsReceivableNetCurrent
AccruedIncomeTaxesCurrent
AccruedIncomeTaxesNoncurrent
AccruedLiabilitiesCurrent
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax
AccumulatedOtherComprehensiveIncomeLossNetOfTax
AcquiredFiniteLivedIntangibleAssetAmount
AcquiredIndefiniteLivedIntangibleAssetAmount
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation
AdvertisingExpense
AllocatedShareBasedCompensationExpense
AllowanceForDoubtfulAccountsReceivableCurrent
AllowanceForDoubtfulAccountsReceivableWriteOffs
AllowanceForLoanAndLeaseLossesForeignCurrencyTranslation
AllowanceForLoanAndLeaseLossesProvisionForLossGross
AllowanceForLoanAndLeaseLossesWriteOffs
AmortizationOfAcquiredIntangibleAssets
AmortizationOfIntangibleAssets
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount
AssetImpairmentCharges
Assets
AssetsCurrent
AssetsFairValueDisclosure
AssetsFairValueDisclosureRecurring
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax
AvailableForSaleDebtSecuritiesAmortizedCostBasis
AvailableForSaleSecurities
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax
AvailableForSaleSecuritiesAmortizedCost
