us-gaap tag
AccountsPayableAndOtherAccruedLiabilitiesCurrent
AccountsPayableCurrent
AccountsPayableOtherCurrent
AccountsPayableTradeCurrent
AccountsReceivableNetCurrent
AccruedIncomeTaxesCurrent
AccruedIncomeTaxesNoncurrent
AccruedLiabilitiesCurrent
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax
AccumulatedOtherComprehensiveIncomeLossNetOfTax
AdditionalPaidInCapital
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation
AdvertisingExpense
AdvertisingRevenue
AllocatedShareBasedCompensationExpense
AllowanceForDoubtfulAccountsReceivableCurrent
AmortizationOfIntangibleAssets
AssetImpairmentCharges
Assets
AssetsCurrent
AssetsFairValueDisclosure
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue
AvailableForSaleSecuritiesDebtSecuritiesCurrent
AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions1
BusinessAcquisitionCostOfAcquiredEntityCashPaid
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet
BusinessAcquisitionPurchasePriceAllocationDeferredTaxLiabilitiesNoncurrent
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1
BusinessCombinationContingentConsiderationLiability
BusinessCombinationContingentConsiderationLiabilityCurrent
BusinessCombinationContingentConsiderationLiabilityNoncurrent
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilitiesNoncurrent
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet
BusinessExitCosts
CapitalExpendituresIncurredButNotYetPaid
CapitalLeaseObligationsCurrent
CapitalLeaseObligationsNoncurrent
CapitalLeasedAssetsGross
CapitalLeasesFutureMinimumPaymentsDue
CapitalLeasesFutureMinimumPaymentsDueCurrent
CapitalLeasesFutureMinimumPaymentsDueInFiveYears
CapitalLeasesFutureMinimumPaymentsDueInFourYears
CapitalLeasesFutureMinimumPaymentsDueInThreeYears
CapitalLeasesFutureMinimumPaymentsDueInTwoYears
CapitalLeasesFutureMinimumPaymentsDueThereafter
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation
Cash
CashAndCashEquivalentsAtCarryingValue
CashAndCashEquivalentsFairValueDisclosure
CashAndCashEquivalentsPeriodIncreaseDecrease
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect
CommonStockDividendsPerShareDeclared
CommonStockParOrStatedValuePerShare
CommonStockValue
CommonStocksIncludingAdditionalPaidInCapital
ComprehensiveIncomeNetOfTax
ContractWithCustomerLiability
ContractWithCustomerLiabilityCurrent
ContractWithCustomerRefundLiability
ContractualObligation
ContractualObligationDueAfterFifthYear
ContractualObligationDueInFifthYear
ContractualObligationDueInFourthYear
ContractualObligationDueInNextTwelveMonths
ContractualObligationDueInSecondYear
ContractualObligationDueInThirdYear
ContractualObligationFutureMinimumPaymentsDueRemainderOfFiscalYear
ConversionOfStockSharesConverted1
CostOfRevenue
CostsAndExpenses
CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption
CurrentFederalTaxExpenseBenefit
CurrentForeignTaxExpenseBenefit
CurrentIncomeTaxExpenseBenefit
CurrentStateAndLocalTaxExpenseBenefit
DebtInstrumentCarryingAmount
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12Months
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss
DebtSecuritiesAvailableForSaleExcludingAccruedInterest
DebtSecuritiesAvailableForSaleUnrealizedLossPosition
DebtSecuritiesAvailableForSaleUnrealizedLossPositionAccumulatedLoss
DeferredFederalIncomeTaxExpenseBenefit
DeferredForeignIncomeTaxExpenseBenefit
DeferredIncomeTaxExpenseBenefit
DeferredIncomeTaxLiabilities
DeferredIncomeTaxLiabilitiesNet
DeferredIncomeTaxesAndTaxCredits
DeferredRevenueAndCreditsCurrent
DeferredRevenueCurrent
DeferredStateAndLocalIncomeTaxExpenseBenefit
DeferredTaxAssetsGross
DeferredTaxAssetsLiabilitiesNet
DeferredTaxAssetsNet
DeferredTaxAssetsOperatingLossCarryforwards
DeferredTaxAssetsOther
DeferredTaxAssetsTaxCreditCarryforwards
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities
DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross
DeferredTaxAssetsValuationAllowance
DeferredTaxLiabilities
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets
DeferredTaxLiabilitiesLeasingArrangements
DeferredTaxLiabilitiesNoncurrent
DeferredTaxLiabilitiesPropertyPlantAndEquipment
DeferredTaxLiabilitiesUndistributedForeignEarnings
Depreciation
DepreciationDepletionAndAmortization
DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred
DividendsCommonStock
EarningsPerShareBasic
EarningsPerShareDiluted
EffectOfExchangeRateOnCashAndCashEquivalents
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
EffectiveIncomeTaxRateContinuingOperations
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate
EffectiveIncomeTaxRateReconciliationFdiiPercent
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseResearchAndDevelopment
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost
EffectiveIncomeTaxRateReconciliationOtherAdjustments
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch
