us-gaap tag
AccountsPayableAndAccruedLiabilitiesCurrent
AccountsPayableOtherCurrent
AccountsPayableTradeCurrent
AccountsReceivableNetCurrent
AccountsReceivableSale
AccruedIncomeTaxesCurrent
AccruedMarketingCostsCurrent
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax
AccumulatedOtherComprehensiveIncomeLossNetOfTax
AdditionalPaidInCapital
AdditionalPaidInCapitalCommonStock
AdjustmentForLongTermIntercompanyTransactionsGrossOfTax
AdjustmentForLongTermIntercompanyTransactionsNetOfTax
AdjustmentForLongTermIntercompanyTransactionsTaxExpenseBenefit
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther
AdvertisingExpense
AllocatedShareBasedCompensationExpense
AllowanceForDoubtfulAccountsReceivable
AllowanceForDoubtfulAccountsReceivableCurrent
AmortizationMethodQualifiedAffordableHousingProjectInvestments
AmortizationMethodQualifiedAffordableHousingProjectInvestmentsAmortization
AmortizationOfIntangibleAssets
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount
AssetImpairmentCharges
Assets
AssetsCurrent
AssetsFairValueDisclosure
AssetsHeldForSaleCurrent
AssetsHeldForSaleNotPartOfDisposalGroupCurrent
AssetsOfDisposalGroupIncludingDiscontinuedOperation
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax
AvailableForSaleDebtSecuritiesAmortizedCostBasis
AvailableForSaleDebtSecuritiesGrossUnrealizedLoss
AvailableForSaleSecurities
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax
AvailableForSaleSecuritiesAmortizedCost
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue
AvailableForSaleSecuritiesDebtSecurities
AvailableForSaleSecuritiesFairValueDisclosure
AvailableForSaleSecuritiesGrossRealizedGains
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds
AvailableForSaleSecuritiesGrossRealizedLosses
AvailableForSaleSecuritiesGrossUnrealizedGains
AvailableForSaleSecuritiesGrossUnrealizedLoss
AvailableForSaleSecuritiesGrossUnrealizedLosses1
AvailableforsaleSecuritiesGrossUnrealizedGain
BusinessAcquisitionPercentageOfVotingInterestsAcquired
BusinessCombinationAcquisitionRelatedCosts
BusinessCombinationContingentConsiderationLiability
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGainOrLoss
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementLoss
BusinessExitCosts1
CashAndCashEquivalentsAtCarryingValue
CashAndCashEquivalentsPeriodIncreaseDecrease
CashCashEquivalentsAndShortTermInvestments
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations
CommercialPaper
CommonStockDividendsPerShareCashPaid
CommonStockDividendsPerShareDeclared
CommonStockDividendsShares
CommonStockParOrStatedValuePerShare
CommonStockSharesAuthorized
CommonStockSharesIssued
CommonStockValue
ComprehensiveIncomeNetOfTax
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest
CostMethodInvestments
CostMethodInvestmentsAggregateCarryingAmount
CostOfGoodsAndServicesSold
CostOfGoodsSold
CostmethodInvestmentsOtherThanTemporaryImpairment
CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption
CumulativeEffectOnRetainedEarningsNetOfTax
CumulativeEffectOnRetainedEarningsNetOfTax1
CurrentFederalTaxExpenseBenefit
CurrentForeignTaxExpenseBenefit
CurrentIncomeTaxExpenseBenefit
CurrentStateAndLocalTaxExpenseBenefit
CustomerDepositsCurrent
DebtAndEquitySecuritiesGainLoss
DebtInstrumentFairValue
DebtInstrumentUnamortizedDiscount
DebtIssuanceCosts
DebtRelatedCommitmentFeesAndDebtIssuanceCosts
DebtSecurities
DebtSecuritiesAvailableForSaleRealizedGain
DebtSecuritiesAvailableForSaleRealizedLoss
DebtSecuritiesTradingAndAvailableForSale
