us-gaap tag
AccountsPayableCurrent
AccountsReceivableNetCurrent
AccruedIncomeTaxesCurrent
AccruedIncomeTaxesNoncurrent
AccruedLiabilitiesCurrent
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment
AccumulatedOtherComprehensiveIncomeLossNetOfTax
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation
AllocatedShareBasedCompensationExpense
AllowanceForDoubtfulAccountsReceivable
AllowanceForDoubtfulAccountsReceivableCurrent
Assets
AssetsCurrent
AssetsNoncurrent
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax
AvailableForSaleDebtSecuritiesAmortizedCostBasis
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue
AvailableForSaleSecuritiesCurrent
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue
AvailableForSaleSecuritiesDebtSecurities
AvailableForSaleSecuritiesGrossRealizedGainLossNet
AvailableForSaleSecuritiesGrossRealizedGains
AvailableForSaleSecuritiesGrossRealizedLosses
