us-gaap tag
AccountsPayable
AccountsPayableCurrent
AccountsReceivableNetCurrent
AccruedLiabilities
AccruedLiabilitiesCurrent
AccruedLiabilitiesForUnredeeemedGiftCards
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax
AccumulatedOtherComprehensiveIncomeLossNetOfTax
AcquiredFiniteLivedIntangibleAssetWeightedAverageUsefulLife
AdditionalPaidInCapital
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation
AdvertisingExpense
AllocatedShareBasedCompensationExpense
AllowanceForDoubtfulAccountsReceivable
AllowanceForDoubtfulAccountsReceivableCurrent
AllowanceForDoubtfulAccountsReceivableWriteOffs
AmortizationOfAcquiredIntangibleAssets
AmortizationOfIntangibleAssets
AmortizationOfLeasedAsset
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount
AssetImpairmentCharges
Assets
AssetsCurrent
AvailableForSaleDebtSecuritiesAmortizedCostBasis
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue
AvailableForSaleSecuritiesDebtSecurities
AvailableForSaleSecuritiesGrossRealizedGains
AvailableForSaleSecuritiesGrossRealizedLosses
BusinessAcquisitionCostOfAcquiredEntityCashPaid
BusinessAcquisitionCostOfAcquiredEntityEquityInterestsIssuedAndIssuable
BusinessAcquisitionCostOfAcquiredEntityOtherNoncashConsideration
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount
BusinessAcquisitionPurchasePriceAllocationNoncurrentLiabilitiesLongTermDebt
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentLiabilities
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment
BusinessAcquisitionsProFormaNetIncomeLoss
BusinessAcquisitionsProFormaRevenue
BusinessCombinationConsiderationTransferred1
BusinessCombinationConsiderationTransferredLiabilitiesIncurred
BusinessCombinationConsiderationTransferredOther1
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxAssetsNoncurrent
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilitiesNoncurrent
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesOther
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment
CapitalExpendituresIncurredButNotYetPaid
CapitalLeaseObligations
CapitalLeaseObligationsCurrent
CapitalLeaseObligationsIncurred
CapitalLeaseObligationsNoncurrent
CapitalLeasedAssetsGross
CapitalLeasesFutureMinimumPaymentsDue
CapitalLeasesFutureMinimumPaymentsDueCurrent
CapitalLeasesFutureMinimumPaymentsDueInFiveYears
CapitalLeasesFutureMinimumPaymentsDueInFourYears
CapitalLeasesFutureMinimumPaymentsDueInThreeYears
CapitalLeasesFutureMinimumPaymentsDueInTwoYears
CapitalLeasesFutureMinimumPaymentsDueThereafter
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments
CapitalLeasesFutureMinimumPaymentsNetMinimumPayments1
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear
CapitalLeasesIncomeStatementAmortizationExpense
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation
CapitalizedComputerSoftwareAdditions
CapitalizedComputerSoftwareAmortization
CapitalizedComputerSoftwareAmortization1
CapitalizedComputerSoftwareGross
CapitalizedComputerSoftwarePeriodIncreaseDecrease
CashAndCashEquivalentsAtCarryingValue
CashAndCashEquivalentsPeriodIncreaseDecrease
CashCashEquivalentsAndShortTermInvestments
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect
CommitmentsAndContingencies
CommitmentsFairValueDisclosure
CommonStockCapitalSharesReservedForFutureIssuance
CommonStockParOrStatedValuePerShare
CommonStockSharesAuthorized
CommonStockSharesIssued
CommonStockSharesOutstanding
CommonStockValue
ComprehensiveIncomeNetOfTax
ConstructionLoanNoncurrent
ContractWithCustomerLiability
ContractWithCustomerLiabilityCurrent
