us-gaap tag
AccountsPayableCurrent
AccountsReceivableNetCurrent
AccruedIncomeTaxesCurrent
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax
AccumulatedOtherComprehensiveIncomeLossNetOfTax
AdditionalPaidInCapitalCommonStock
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation
AdvertisingExpense
AllocatedShareBasedCompensationExpense
AllocatedShareBasedCompensationExpenseNetOfTax
AmortizationOfIntangibleAssets
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount
AssetImpairmentCharges
Assets
AssetsCurrent
AvailableForSaleSecuritiesCurrent
BuildingsAndImprovementsGross
CapitalLeaseObligationsCurrent
CapitalLeaseObligationsIncurred
CapitalLeaseObligationsNoncurrent
CapitalLeasedAssetsGross
CapitalLeasesBalanceSheetAssetsByMajorClassNet
CapitalLeasesFutureMinimumPaymentsDue
CapitalLeasesFutureMinimumPaymentsDueCurrent
CapitalLeasesFutureMinimumPaymentsDueInFiveYears
CapitalLeasesFutureMinimumPaymentsDueInFourYears
CapitalLeasesFutureMinimumPaymentsDueInThreeYears
CapitalLeasesFutureMinimumPaymentsDueInTwoYears
CapitalLeasesFutureMinimumPaymentsDueThereafter
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassOtherPropertyPlantAndEquipment
CashAndCashEquivalentsAtCarryingValue
CashAndCashEquivalentsPeriodIncreaseDecrease
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect
CommercialPaper
